Episode	EpLen	CaptureRate	Collisions	Time(s)
0	228	1.0	0	16.632025003433228
1	283	1.0	0	24.361774921417236
2	311	1.0	0	24.294505834579468
3	500	0.9375	0	35.37368607521057
4	226	1.0	0	18.48546314239502
5	317	1.0	0	23.524280071258545
6	500	0.9375	0	34.42907786369324
7	430	1.0	0	30.575430870056152
8	500	0.9375	0	36.42413806915283
9	262	1.0	0	21.743814945220947
10	500	0.9375	0	33.272960901260376
11	284	1.0	0	20.64163303375244
12	302	1.0	0	22.739991664886475
13	147	1.0	0	12.332110166549683
14	219	1.0	0	16.27952003479004
15	202	1.0	0	16.2104229927063
16	195	1.0	0	15.458899021148682
17	476	1.0	0	32.79800510406494
18	323	1.0	0	25.42174196243286
19	500	0.9375	0	35.07599210739136
20	355	1.0	0	27.77525305747986
21	488	1.0	0	37.87324333190918
22	318	1.0	0	22.63935422897339
23	175	1.0	0	19.205933809280396
24	177	1.0	0	16.126278162002563
25	320	1.0	0	28.241603136062622
26	179	1.0	0	20.231913328170776
27	280	1.0	0	22.70023775100708
28	263	1.0	0	20.239362716674805
29	204	1.0	0	19.341562032699585
30	296	1.0	0	26.611119031906128
31	180	1.0	0	14.55060601234436
32	288	1.0	0	22.834940910339355
33	154	1.0	0	13.403368949890137
34	147	1.0	0	16.217814922332764
35	188	1.0	0	17.771475076675415
36	167	1.0	0	16.890136003494263
37	178	1.0	0	16.605391263961792
38	198	1.0	0	18.43370795249939
39	107	1.0	0	10.638524055480957
40	195	1.0	0	16.365227937698364
41	493	1.0	0	35.47860240936279
42	500	0.9375	0	35.874051094055176
43	298	1.0	0	23.429301023483276
44	500	0.875	0	34.75119209289551
45	110	1.0	0	11.144634008407593
46	500	0.9375	0	39.388282775878906
47	500	0.9375	0	35.27209711074829
48	284	1.0	0	22.990549087524414
49	500	0.9375	0	34.89206385612488
50	140	1.0	0	12.916629076004028
51	202	1.0	0	20.076551914215088
52	293	1.0	0	26.442012071609497
53	243	1.0	0	19.952686071395874
54	500	0.9375	0	31.47071099281311
55	500	0.9375	0	33.07251310348511
56	237	1.0	0	20.12831997871399
57	181	1.0	0	20.91983985900879
58	485	1.0	0	36.474915981292725
59	309	1.0	0	28.851027965545654
60	211	1.0	0	16.856282949447632
61	395	1.0	0	30.037754774093628
62	218	1.0	0	20.807432889938354
63	500	0.9375	0	33.697275161743164
64	414	1.0	0	30.383289098739624
65	500	0.9375	0	35.65101075172424
66	255	1.0	0	20.92612910270691
67	500	0.9375	0	46.62404704093933
68	468	1.0	0	35.289438009262085
69	206	1.0	0	18.320374965667725
70	480	1.0	0	35.016737937927246
71	160	1.0	0	14.747891902923584
72	114	1.0	0	11.589048862457275
73	151	1.0	0	15.136639833450317
74	241	1.0	0	19.501832962036133
75	500	0.875	0	32.71808099746704
76	162	1.0	0	15.464926958084106
77	500	0.9375	0	34.92536115646362
78	206	1.0	0	18.30279803276062
79	500	0.9375	0	48.63735580444336
80	322	1.0	0	27.376237154006958
81	205	1.0	0	18.952157020568848
82	301	1.0	0	30.283491134643555
83	350	1.0	0	41.33970379829407
84	411	1.0	0	32.19184589385986
85	500	0.9375	0	39.52734708786011
86	193	1.0	0	18.858938932418823
87	203	1.0	0	15.563150882720947
88	294	1.0	0	26.045469045639038
89	500	0.9375	0	38.430684089660645
90	205	1.0	0	18.108659982681274
91	423	1.0	0	32.83750081062317
92	339	1.0	0	27.556634187698364
93	267	1.0	0	20.490127086639404
94	324	1.0	0	22.77687406539917
95	137	1.0	0	15.200845956802368
96	283	1.0	0	22.043755054473877
97	500	0.9375	0	35.19710111618042
98	143	1.0	0	14.823078155517578
99	152	1.0	0	13.922510147094727
