Episode	EpLen	CaptureRate	Collisions	Time(s)
0	500	0.7734375	16180	64.5934419631958
1	500	0.6328125	16691	58.94478392601013
2	500	0.6953125	16120	58.43896770477295
3	500	0.75	18381	68.46416687965393
4	500	0.6796875	17990	65.10726189613342
5	500	0.78125	18275	64.0033209323883
6	500	0.7421875	18200	70.30880284309387
7	500	0.71875	18017	61.22511577606201
8	500	0.765625	17705	63.74152493476868
9	500	0.765625	17592	64.52303314208984
10	500	0.75	17096	62.989781856536865
11	500	0.7421875	18904	60.371853828430176
12	500	0.7265625	16247	62.80530405044556
13	500	0.703125	19872	70.87793898582458
14	500	0.671875	15788	62.592158794403076
15	500	0.7421875	19201	68.08034420013428
16	500	0.71875	17065	68.2931661605835
17	500	0.7421875	16634	62.902742862701416
18	500	0.7578125	17676	66.06306219100952
19	500	0.6796875	16653	63.099112033843994
20	500	0.75	17303	64.03812885284424
21	500	0.78125	19493	62.14302325248718
22	500	0.796875	17002	58.81725716590881
23	500	0.7578125	17935	60.29277205467224
24	500	0.734375	17215	61.7106659412384
25	500	0.765625	18637	61.40239095687866
26	500	0.7109375	17387	56.8358108997345
27	500	0.7421875	17129	59.073097944259644
28	500	0.734375	16742	60.90630602836609
29	500	0.78125	15902	61.53442883491516
30	500	0.7265625	18485	57.85096192359924
31	500	0.796875	15995	64.36446571350098
32	500	0.765625	18591	61.53736114501953
33	500	0.765625	18237	59.87280893325806
34	500	0.75	17893	60.66968894004822
35	500	0.6953125	17821	60.94340682029724
36	500	0.6953125	17271	59.62012219429016
37	500	0.8046875	18209	59.925528049468994
38	500	0.6953125	17034	58.91302490234375
39	500	0.7578125	17881	62.97363615036011
40	500	0.7734375	16559	60.79342794418335
41	500	0.7265625	18086	60.618242025375366
42	500	0.7109375	16279	56.12061095237732
43	500	0.765625	16662	61.001370906829834
44	500	0.75	18226	59.21320390701294
45	500	0.75	17375	60.24302887916565
46	500	0.796875	16878	61.90581393241882
47	500	0.765625	18930	59.8001811504364
48	500	0.703125	18269	58.52521514892578
49	500	0.6640625	18371	61.927911043167114
50	500	0.7734375	16735	60.63069272041321
51	500	0.7578125	18950	58.11447024345398
52	500	0.8046875	17740	58.215887784957886
53	500	0.78125	18311	58.62285804748535
54	500	0.6953125	16477	56.37062191963196
55	500	0.7421875	18722	62.14844512939453
56	500	0.7421875	18581	58.8612380027771
57	500	0.7578125	17286	60.488155126571655
58	500	0.734375	17686	59.32426714897156
59	500	0.75	16907	59.58342909812927
60	500	0.7421875	17792	60.57152009010315
61	500	0.8203125	18417	62.63531494140625
62	500	0.7265625	17761	62.1360650062561
63	500	0.7890625	17397	59.872334241867065
64	500	0.7578125	17141	61.12064003944397
65	500	0.8125	18075	61.11942505836487
66	500	0.734375	16569	58.77819085121155
67	500	0.75	16922	56.526440143585205
68	500	0.71875	17936	60.256969928741455
69	500	0.7421875	18507	59.71445989608765
70	500	0.75	18077	60.196715116500854
71	500	0.7890625	19260	62.2956109046936
72	500	0.7578125	17047	58.558809757232666
73	500	0.7265625	17180	56.9647650718689
74	500	0.6484375	18324	58.615756034851074
75	500	0.6875	18408	59.17473101615906
76	500	0.796875	16520	59.735788106918335
77	500	0.8046875	19156	61.76711297035217
78	500	0.7734375	17264	58.17548727989197
79	500	0.7578125	18023	61.88135099411011
80	500	0.7890625	17577	62.53478813171387
81	500	0.75	17482	63.848028898239136
82	500	0.7109375	17791	59.05767297744751
83	500	0.75	18217	61.33533525466919
84	500	0.71875	17651	60.61494708061218
85	500	0.640625	18203	63.693434953689575
86	500	0.734375	17471	59.37362003326416
87	500	0.703125	18862	61.51855492591858
88	500	0.734375	16961	58.85780930519104
89	500	0.734375	16972	58.70058488845825
90	500	0.7734375	19885	64.01365780830383
91	500	0.6875	17522	59.73993396759033
92	500	0.734375	16902	61.53215289115906
93	500	0.7421875	17591	58.04763126373291
94	500	0.7421875	16958	60.0599479675293
95	500	0.765625	17817	59.33887696266174
96	500	0.7578125	17512	57.199591875076294
97	500	0.75	18295	59.88064885139465
98	500	0.703125	17277	59.03727722167969
99	500	0.71875	17461	56.935121059417725
