Epoch	MAEnvIterations	TotalEnvInteracts	EpLen	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageCaptureRate	StdCaptureRate	MaxCaptureRate	MinCaptureRate	AverageCollisions	StdCollisions	MaxCollisions	MinCollisions	AverageCollideObstacles	StdCollideObstacles	MaxCollideObstacles	MinCollideObstacles	AverageVVals	StdVVals	MaxVVals	MinVVals	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time	Processes	Agents
10	5500	44000	500.0	-228.74165	471.9318	-4.95	-1283.7	0.28333333	0.06368325	0.36	0.16	74.0	157.48016	426.0	0.0	6.8333335	0.6871843	8.0	6.0	-42.119858	55.155117	110.87975	-297.70316	0.00089353323	35377.68	0.0	-25138.83	1.6036152	4.7336024e-09	141.96044778823853	6	8
11	6000	48000	500.0	-15.325001	8.791272	-2.45	-26.45	0.33	0.06506407	0.4	0.2	3.6666667	3.1972208	8.0	0.0	5.1666665	1.2133516	7.0	3.0	-34.607895	68.99128	174.31363	-504.2927	-0.0014112765	3577.1262	0.0	-3109.712	1.6046343	-3.5713115e-09	154.6543984413147	6	8
12	6500	52000	500.0	-73.450005	139.85767	-4.2	-385.95	0.35999998	0.051639773	0.42	0.28	23.833334	46.627663	128.0	0.0	5.0	1.0	7.0	4.0	-10.299596	26.497158	145.09557	-215.79678	0.0006270607	7130.0317	0.0	-3770.4983	1.6049829	7.758538e-09	166.98455166816711	6	8
13	7000	56000	500.0	-14.158334	8.29962	-1.2	-25.45	0.27666667	0.08517955	0.38	0.12	2.1666667	2.1921577	6.0	0.0	6.5	0.95742714	8.0	5.0	-16.239487	40.90754	152.94978	-169.68536	0.00031771263	1214.6527	0.0	-1072.3429	1.6027951	-4.4703485e-10	179.43643307685852	6	8
14	7500	60000	500.0	-14.366668	11.902089	0.05	-26.7	0.35333332	0.10306416	0.52	0.22	3.8333333	3.97562	11.0	0.0	5.5	1.3844373	8.0	4.0	-4.8815975	16.528809	114.48016	-116.76801	-0.00013645987	258.77097	0.0	-203.46696	1.6051117	-4.917382e-10	192.37730264663696	6	8
15	8000	64000	500.0	-11.866668	8.814839	5.05	-19.7	0.35333332	0.14126413	0.5	0.1	3.0	2.7080128	7.0	0.0	5.8333335	1.0671873	7.0	4.0	-1.742964	14.462575	78.08198	-139.53824	-3.799796e-06	207.21216	0.0	-168.79198	1.6046276	-5.6127697e-10	205.43029856681824	6	8
16	8500	68000	500.0	-9.366668	11.854734	1.3	-31.7	0.39666668	0.067741334	0.5	0.3	3.0	3.91578	11.0	0.0	6.0	1.5275252	8.0	4.0	-2.055093	12.917745	67.89435	-75.93151	-0.0005340961	161.69139	0.0	-116.36782	1.6047121	-8.5930035e-10	218.08100128173828	6	8
17	9000	72000	500.0	-7.3666663	3.7099717	-3.45	-13.7	0.31333336	0.0837987	0.44	0.18	0.6666667	0.942809	2.0	0.0	6.3333335	1.1055416	8.0	5.0	-3.167772	15.535284	45.0377	-49.37199	-0.0003019	172.13103	0.0	-145.55351	1.603839	-3.1391778e-09	230.75502943992615	6	8
18	9500	76000	500.0	-193.74168	260.74258	0.05	-603.95	0.3633333	0.07781745	0.48	0.26	64.166664	87.740944	204.0	0.0	5.3333335	1.4907119	7.0	3.0	-4.997838	15.771258	61.880054	-76.96107	-0.00025129318	22351.594	0.0	-15122.558	1.6041578	-1.7682712e-09	243.59823870658875	6	8
19	10000	80000	500.0	-21.950003	11.117741	-9.95	-42.7	0.32	0.06218253	0.4	0.24	5.8333335	4.524624	14.0	0.0	7.0	1.4142135	8.0	4.0	-23.507236	52.32546	110.248924	-395.67175	0.001327614	2345.0964	0.0	-2013.0411	1.6029325	-2.3146467e-09	256.19094491004944	6	8
20	10500	84000	500.0	-18.241667	8.526206	-5.2	-31.45	0.32333335	0.101598345	0.46	0.14	4.5	2.8722813	8.0	0.0	6.0	1.2909944	8.0	4.0	-13.338123	43.351162	150.02678	-385.0939	-0.00065586966	1309.5223	0.0	-1168.3416	1.6025996	-6.457176e-11	269.4417064189911	6	8
21	11000	88000	500.0	-16.575	5.7204866	-9.7	-27.2	0.27	0.07895146	0.34	0.16	2.8333333	2.114763	7.0	1.0	5.3333335	0.942809	7.0	4.0	-3.2044337	22.346764	106.07844	-231.68576	-0.0003332297	373.49417	0.0	-317.90372	1.6022711	-4.0928523e-09	281.9437429904938	6	8
22	11500	92000	500.0	-136.53334	289.0513	2.55	-782.7	0.32666668	0.0718022	0.44	0.24	44.166668	96.08228	259.0	0.0	5.5	1.118034	7.0	4.0	-2.0667448	17.999947	111.35769	-111.29309	-0.00079936784	18034.69	0.0	-15214.375	1.6037067	8.29498e-09	294.8063087463379	6	8
23	12000	96000	500.0	-20.116667	10.699169	-7.95	-40.45	0.29333332	0.063944414	0.38	0.18	4.5	3.4520526	11.0	1.0	5.6666665	1.2472191	8.0	4.0	-28.795547	58.999237	119.6996	-455.9958	0.00056926906	2817.5208	0.0	-2580.2742	1.6023563	-3.4918382e-09	307.6257555484772	6	8
24	12500	100000	500.0	-14.575001	4.8191247	-6.95	-21.2	0.26999998	0.1123981	0.48	0.14	2.1666667	2.1921577	5.0	0.0	6.0	0.8164966	7.0	5.0	-11.23142	26.802319	90.03526	-215.87012	-0.0010481129	567.5463	0.0	-496.84653	1.6011611	-5.4538254e-09	320.59585332870483	6	8
25	13000	104000	500.0	-13.866668	9.46338	-4.7	-33.95	0.39333332	0.08844333	0.54	0.24	4.5	1.9790571	8.0	2.0	4.3333335	0.942809	6.0	3.0	-7.9344096	20.935532	65.1947	-174.0196	-0.0010674173	386.96744	0.0	-304.6273	1.6046863	-2.6176374e-09	333.0093150138855	6	8
26	13500	108000	500.0	-148.03334	306.81177	-3.7	-833.95	0.36666667	0.035901096	0.42	0.32	48.833332	102.952126	279.0	0.0	6.0	0.8164966	7.0	5.0	-8.044669	26.89202	63.690025	-179.39204	0.0008157864	18267.326	0.0	-12752.535	1.6031681	-4.1276222e-09	345.546594619751	6	8
27	14000	112000	500.0	-19.075	17.829487	0.05	-52.45	0.30999997	0.050000004	0.4	0.26	4.5	5.59017	15.0	0.0	5.1666665	0.89752746	7.0	4.0	-30.97418	73.30447	248.43439	-651.9639	0.00045953752	4315.941	0.0	-3836.2917	1.6023611	1.5695889e-09	358.31607460975647	6	8
28	14500	116000	500.0	-9.283333	3.812443	-2.95	-15.2	0.3866667	0.10176226	0.54	0.24	2.8333333	2.852874	8.0	0.0	5.6666665	1.5986105	8.0	3.0	-9.3111	27.177483	102.99616	-290.95273	-0.00087571144	565.78296	0.0	-481.4707	1.600996	3.7699937e-09	371.15016651153564	6	8
29	15000	120000	500.0	-14.241668	12.362929	2.55	-37.7	0.36333334	0.1022524	0.5	0.18	4.0	2.828427	8.0	0.0	5.0	1.2909944	7.0	3.0	-2.4258773	24.419455	135.76726	-284.00555	-0.000681137	502.12424	0.0	-417.42374	1.6018423	1.0579825e-09	384.0631523132324	6	8
30	15500	124000	500.0	-12.575001	5.349747	-7.95	-23.95	0.35	0.027688751	0.4	0.32	3.1666667	2.2669117	8.0	1.0	4.5	1.6072751	7.0	3.0	-4.8062444	16.14567	111.09708	-338.30313	4.4162076e-05	238.46184	0.0	-175.47783	1.6025543	-4.0829184e-09	397.0524036884308	6	8
31	16000	128000	500.0	-17.158335	12.637095	0.05	-37.45	0.3166667	0.079512395	0.42	0.18	4.0	3.4156504	10.0	0.0	5.6666665	1.3743685	7.0	3.0	-3.8351653	14.314125	67.43805	-82.25343	-0.00041164705	169.7691	0.0	-130.47206	1.6018863	-2.2550422e-09	409.97505593299866	6	8
32	16500	132000	500.0	-8.408334	6.1786203	-2.45	-19.2	0.37666667	0.075203426	0.48	0.24	2.3333333	2.2110832	6.0	0.0	5.5	0.7637626	6.0	4.0	-3.7541904	15.08058	76.99331	-318.62073	-0.0011784887	201.59444	0.0	-145.44221	1.6007277	-1.3758737e-09	422.55870747566223	6	8
33	17000	136000	500.0	-3.8249998	5.8394313	2.55	-13.2	0.45000002	0.08850612	0.62	0.34	2.3333333	3.0912066	9.0	0.0	4.6666665	1.3743685	6.0	2.0	-2.4407012	11.711901	76.17364	-261.2299	-0.00037435317	142.95465	0.0	-95.03479	1.6025902	-4.3213366e-09	435.35120701789856	6	8
34	17500	140000	500.0	-497.2416	534.83417	-26.45	-1341.45	0.40666664	0.10749676	0.52	0.2	166.5	177.27263	444.0	8.0	4.3333335	2.2110832	8.0	2.0	-21.952803	73.63587	70.88833	-305.99426	0.0005405843	53971.984	0.0	-48260.363	1.6034101	-2.4189555e-09	448.32984924316406	6	8
35	18000	144000	500.0	-234.90833	493.75772	6.3	-1338.2	0.33666667	0.12618329	0.5	0.16	77.166664	164.57158	445.0	0.0	5.0	0.8164966	6.0	4.0	-37.770386	73.227165	141.18565	-547.88934	0.00087757903	33018.605	0.0	-30161.748	1.5994247	4.2021275e-09	461.3418254852295	6	8
36	18500	148000	500.0	-19.366667	13.814747	0.05	-35.45	0.39333335	0.047140446	0.48	0.34	6.3333335	4.189935	11.0	0.0	5.0	1.2909944	7.0	3.0	-22.785305	51.792454	188.3891	-515.2932	-0.0017011265	2017.9066	0.0	-1669.4772	1.6024837	3.7252903e-09	474.2573745250702	6	8
37	19000	152000	500.0	-93.57501	194.78995	1.3	-528.7	0.39000002	0.039581135	0.44	0.34	31.166666	64.81619	176.0	0.0	5.5	0.7637626	7.0	5.0	-12.268298	46.52392	94.034035	-293.80106	-0.00090214115	9369.257	0.0	-7381.8223	1.5995445	2.9255947e-09	486.7650718688965	6	8
38	19500	156000	500.0	-58.61667	122.497765	7.05	-331.95	0.41333333	0.07803133	0.56	0.32	20.0	40.282337	110.0	0.0	4.8333335	1.0671873	6.0	3.0	-11.145015	46.50466	176.24507	-337.28174	0.0016031662	5525.9556	0.0	-4339.938	1.6000744	-1.7335018e-09	499.46619176864624	6	8
39	20000	160000	500.0	-11.116666	7.9263105	-0.95	-23.7	0.41333333	0.15477581	0.64	0.2	4.0	3.2145503	8.0	0.0	5.3333335	1.8856181	8.0	2.0	-10.501501	48.868065	115.518295	-490.12027	0.0005436788	1931.8761	0.0	-1745.9762	1.5979334	4.2517985e-09	511.97437477111816	6	8
40	20500	164000	500.0	-14.950001	5.9389257	-6.95	-22.45	0.35999998	0.08082903	0.48	0.24	4.1666665	2.034426	6.0	0.0	5.0	0.8164966	6.0	4.0	-2.4909587	26.065353	106.782684	-233.37483	-0.00034973523	521.5711	0.0	-419.29715	1.6007446	-5.9803327e-09	524.8775632381439	6	8
41	21000	168000	500.0	-356.32498	456.4082	-2.95	-1126.2	0.41333333	0.029814241	0.46	0.38	119.5	152.3491	376.0	1.0	5.0	1.2909944	7.0	3.0	-17.586737	52.340458	80.3254	-218.77386	-0.0011737297	43130.56	0.0	-35226.88	1.6022698	-1.485149e-09	537.7377998828888	6	8
42	21500	172000	500.0	-13.783334	10.132114	-4.2	-33.45	0.34666666	0.072724745	0.42	0.2	3.5	2.0615528	7.0	1.0	5.5	0.7637626	6.0	4.0	-33.831577	74.36534	173.38031	-968.7018	0.0007627693	4541.123	0.0	-4239.4624	1.5956511	6.5863133e-09	550.6166710853577	6	8
43	22000	176000	500.0	-13.533334	12.28538	3.8	-30.45	0.32666668	0.101105005	0.46	0.2	3.0	3.0	8.0	0.0	6.0	1.1547005	7.0	4.0	-9.106341	28.07739	87.25801	-385.82886	0.0006780401	707.0721	0.0	-586.1579	1.5953823	2.5779e-09	564.8162217140198	6	8
44	22500	180000	500.0	-114.15835	226.77849	-0.2	-620.95	0.39666668	0.090492494	0.54	0.26	38.166668	75.99872	208.0	0.0	5.1666665	0.372678	6.0	5.0	-7.836528	43.86936	95.061	-342.73648	-0.0027052313	11783.039	0.0	-10083.112	1.5985674	-1.0579825e-09	578.8371889591217	6	8
45	23000	184000	500.0	-240.32501	265.5334	-5.45	-680.2	0.45000002	0.07895146	0.56	0.36	81.666664	89.98827	229.0	1.0	5.0	0.8164966	6.0	4.0	-28.63218	84.70616	111.84957	-528.638	-0.0011390249	20123.818	0.0	-16390.064	1.6018633	1.2611349e-08	592.9916732311249	6	8
46	23500	188000	500.0	-6.491667	9.157666	5.05	-16.95	0.42333332	0.1002774	0.6	0.3	2.6666667	3.2489312	9.0	0.0	4.3333335	0.942809	6.0	3.0	-23.09712	69.73171	145.5151	-780.2031	-0.00014664729	3323.6448	0.0	-3006.5828	1.5988027	6.2435865e-09	606.9054164886475	6	8
47	24000	192000	500.0	-129.03334	260.92114	3.8	-711.2	0.40666667	0.060736224	0.46	0.3	43.333332	86.308876	236.0	0.0	3.8333333	1.462494	6.0	1.0	-16.640566	44.71875	115.87821	-272.25125	-8.482238e-05	12666.577	0.0	-10775.19	1.5988864	7.3512396e-10	620.9043405056	6	8
48	24500	196000	500.0	-15.825001	11.247916	-0.2	-32.95	0.37000003	0.08544004	0.54	0.28	4.6666665	3.7712362	11.0	0.0	4.3333335	1.1055416	6.0	3.0	-9.963724	35.84206	112.32212	-595.66064	-0.001346767	1347.5013	0.0	-1075.8265	1.5956979	-1.5214086e-08	633.5719239711761	6	8
49	25000	200000	500.0	-17.45	13.962003	-2.95	-39.95	0.4	0.1371131	0.64	0.24	5.8333335	3.5784853	11.0	2.0	5.0	1.1547005	6.0	3.0	-11.324126	30.247986	110.42181	-344.35275	0.0005804139	739.29315	0.0	-546.4141	1.596207	-8.394319e-10	646.2026219367981	6	8
50	25500	204000	500.0	-197.99168	264.3183	-6.2	-659.95	0.34333333	0.06472162	0.42	0.26	65.166664	88.666824	221.0	0.0	4.6666665	1.3743685	7.0	3.0	-23.474781	56.02918	62.752285	-382.59082	-0.0020775099	16723.521	0.0	-13184.535	1.5975889	-5.2650756e-10	659.0475206375122	6	8
51	26000	208000	500.0	-22.991667	28.883894	5.8	-84.95	0.38333333	0.16789547	0.54	0.06	7.3333335	10.434984	30.0	0.0	4.6666665	1.4907119	7.0	3.0	-18.508278	49.62556	87.62494	-637.04156	0.0021568593	2179.3357	0.0	-1956.1587	1.5935341	2.8510885e-09	671.8730926513672	6	8
52	26500	212000	500.0	-119.74168	247.33688	0.8	-672.7	0.4	0.07483315	0.54	0.34	40.166668	82.22614	224.0	1.0	5.1666665	1.5723301	7.0	2.0	-16.265615	61.28506	82.929695	-732.3943	0.0011426359	10348.868	0.0	-8602.217	1.5949355	-3.2981233e-09	684.5998635292053	6	8
53	27000	216000	500.0	-10.700001	10.622304	-0.45	-31.45	0.42	0.09237604	0.58	0.28	4.0	2.828427	8.0	1.0	4.6666665	1.2472191	6.0	2.0	-9.020258	32.119167	85.71969	-568.9812	-0.0012643771	971.36945	0.0	-833.2288	1.595963	3.9388737e-09	698.6981217861176	6	8
54	27500	220000	500.0	-18.699999	23.520824	2.3	-68.7	0.38	0.10519822	0.58	0.26	5.8333335	6.4657216	20.0	1.0	4.6666665	0.942809	6.0	3.0	-3.0205183	19.405825	83.80463	-203.4527	0.00053402287	419.3112	0.0	-284.62778	1.5944157	-2.9802324e-10	711.144638299942	6	8
55	28000	224000	500.0	-17.45	6.27827	-10.7	-29.95	0.35666668	0.048189446	0.4	0.26	5.0	2.4494898	10.0	3.0	4.5	1.2583058	6.0	3.0	-0.4526573	19.88796	77.970665	-301.47745	0.0015782341	349.24893	0.0	-246.21284	1.5967249	-9.949009e-09	723.9656941890717	6	8
56	28500	228000	500.0	-141.28334	295.61017	5.3	-801.95	0.38333333	0.09826269	0.56	0.24	47.0	97.5141	265.0	1.0	4.6666665	0.942809	6.0	3.0	-5.8863006	32.734245	81.82209	-205.87013	0.00181066	16106.8545	0.0	-13230.603	1.5967302	7.7486045e-10	736.7049329280853	6	8
57	29000	232000	500.0	-13.366668	10.944621	1.3	-28.2	0.4333333	0.06289321	0.56	0.38	5.1666665	3.97562	10.0	0.0	5.1666665	1.2133516	6.0	3.0	-11.533108	26.134638	72.341545	-349.8914	-0.0016537011	544.764	0.0	-403.18262	1.5944921	7.892648e-09	750.426926612854	6	8
58	29500	236000	500.0	-19.116667	8.393533	-5.95	-27.7	0.33333334	0.08459052	0.42	0.2	5.0	1.8257419	8.0	2.0	5.3333335	0.942809	7.0	4.0	-8.553607	22.254072	62.71696	-291.76578	5.8874488e-05	416.46497	0.0	-323.69913	1.5898689	-1.3093153e-08	764.4436950683594	6	8
59	30000	240000	500.0	-118.61668	239.80951	-2.95	-654.2	0.37	0.057445623	0.46	0.3	39.166668	79.62708	217.0	0.0	5.0	1.8257419	7.0	2.0	-6.2683644	25.74665	79.63121	-181.65948	0.001665925	12413.382	0.0	-10238.328	1.5966104	3.1789142e-09	778.5893023014069	6	8
60	30500	244000	500.0	-22.116667	21.5434	3.8	-63.45	0.45333338	0.08137704	0.62	0.36	8.5	6.776184	22.0	0.0	3.8333333	1.4624941	6.0	2.0	-10.23136	24.861656	75.58256	-562.7114	-0.0015865018	731.4531	0.0	-581.30176	1.5986847	-4.2716675e-10	792.0050268173218	6	8
61	31000	248000	500.0	-68.950005	126.27904	0.05	-350.2	0.4	0.064291	0.48	0.28	23.166666	43.024864	119.0	0.0	4.8333335	0.6871843	6.0	4.0	-7.4514627	22.041197	62.49448	-169.46501	-0.0020362784	5329.109	0.0	-3953.4402	1.5918127	-3.0050675e-09	804.9393398761749	6	8
62	31500	252000	500.0	-30.408335	11.555497	-10.95	-42.45	0.33333334	0.08219218	0.44	0.18	8.833333	4.524624	15.0	2.0	4.0	1.1547005	6.0	2.0	-15.407884	41.256054	87.249115	-441.07364	0.0005168617	1334.2509	0.0	-1098.7645	1.5975641	2.036497e-10	818.9607145786285	6	8
63	32000	256000	500.0	-12.575001	12.053484	-1.45	-29.7	0.47333333	0.09706812	0.54	0.26	5.6666665	3.2489316	12.0	3.0	3.6666667	1.8856181	6.0	1.0	-13.099276	18.391693	52.93863	-244.7734	-0.0019101351	381.49097	0.0	-257.06787	1.5988342	-6.447236e-09	831.4107699394226	6	8
64	32500	260000	500.0	-261.19998	554.8141	-5.2	-1501.7	0.42	0.13711308	0.64	0.18	87.666664	183.07164	497.0	3.0	4.0	1.8257419	7.0	1.0	-9.317414	26.322216	41.982304	-170.87663	-0.0009783556	35412.027	0.0	-32276.236	1.5954887	1.4950832e-09	844.4439373016357	6	8
65	33000	264000	500.0	-21.741667	22.051275	7.05	-56.2	0.4433333	0.083599575	0.56	0.3	8.166667	6.4657216	20.0	1.0	3.6666667	1.5986105	7.0	2.0	-9.788304	27.313972	81.49794	-338.82874	-0.00032239655	626.33514	0.0	-480.26	1.5986599	6.1492123e-09	857.2946243286133	6	8
66	33500	268000	500.0	-8.866668	13.312484	7.55	-30.45	0.4333333	0.07180219	0.52	0.3	3.6666667	4.3461347	11.0	0.0	3.8333333	1.3437096	6.0	2.0	-4.6987467	12.320847	57.49196	-199.75993	-0.0006511137	165.00475	0.0	-87.549706	1.597291	4.068017e-09	870.0749785900116	6	8
67	34000	272000	500.0	-24.699999	24.69143	-4.95	-70.7	0.42333332	0.06574362	0.54	0.32	8.666667	8.319989	24.0	0.0	2.3333333	1.1055416	4.0	1.0	-2.2202072	10.996384	68.28737	-165.99022	-0.0010816405	221.47534	0.0	-92.72754	1.5977654	-2.120932e-09	882.8507471084595	6	8
68	34500	276000	500.0	-21.491669	11.468633	-7.95	-39.95	0.46333334	0.10419	0.62	0.32	8.5	4.310839	15.0	1.0	2.5	1.6072751	5.0	0.0	-4.377273	9.40968	50.508297	-143.48752	-3.450985e-05	149.47029	0.0	-56.35969	1.5978537	-1.8229086e-09	895.6629002094269	6	8
69	35000	280000	500.0	-70.03333	141.52832	7.55	-385.95	0.44999996	0.083864965	0.58	0.32	24.5	46.38157	128.0	0.0	4.1666665	1.3437096	6.0	2.0	-9.561729	25.01965	41.916416	-161.61765	0.000807782	6063.6343	0.0	-2299.9783	1.5956916	-3.710389e-09	909.6286730766296	6	8
70	35500	284000	500.0	-20.699999	32.07316	7.55	-89.95	0.46333334	0.05705749	0.54	0.4	8.333333	10.577755	31.0	0.0	3.6666667	1.1055416	5.0	2.0	-12.092057	29.541834	148.22556	-227.11667	-0.0029865403	1404.0977	0.0	-942.6434	1.5947691	-1.0540088e-08	923.4612581729889	6	8
71	36000	288000	500.0	-3.825	7.4368877	7.05	-16.45	0.53	0.05385165	0.58	0.42	4.0	2.1602468	8.0	1.0	3.8333333	0.6871843	5.0	3.0	-10.172178	20.039806	104.71432	-293.08176	-0.0029331956	385.43954	0.0	-265.06873	1.5968541	1.8278756e-09	935.9541311264038	6	8
72	36500	292000	500.0	-22.908335	17.060808	-5.95	-55.45	0.49999997	0.07393692	0.62	0.4	9.666667	5.934831	21.0	2.0	1.8333334	1.0671873	3.0	0.0	-3.971151	11.314041	59.46333	-182.61844	-0.0009662726	217.37836	0.0	-98.44354	1.6010946	9.934107e-11	948.6093189716339	6	8
73	37000	296000	500.0	-14.908334	15.1516075	2.3	-36.7	0.45666668	0.07249521	0.58	0.34	6.1666665	4.139914	12.0	2.0	2.5	0.95742714	4.0	1.0	-7.3566523	12.387283	63.536995	-173.22928	-0.0015470324	187.44926	0.0	-103.92574	1.5972623	-9.636084e-10	961.3570530414581	6	8
74	37500	300000	500.0	-30.075003	15.717393	-13.95	-58.2	0.47000003	0.09916317	0.62	0.32	11.666667	6.262765	25.0	7.0	2.5	2.362908	7.0	0.0	-3.718932	12.975448	59.04935	-181.85623	-0.0011967743	221.96208	0.0	-101.65729	1.599013	-3.5117071e-09	974.1805627346039	6	8
75	38000	304000	500.0	-8.033334	10.334678	12.55	-17.95	0.48666668	0.088443324	0.6	0.36	4.5	2.813657	8.0	0.0	3.5	1.5	6.0	1.0	-6.417586	21.506136	50.895718	-265.29407	-0.00041842708	308.9306	0.0	-221.30766	1.5940868	2.5480986e-09	986.796777009964	6	8
76	38500	308000	500.0	-6.0750003	15.307099	8.8	-35.45	0.47	0.07187953	0.54	0.36	3.5	4.1129875	11.0	0.0	3.1666667	0.89752746	5.0	2.0	-1.9093663	10.482516	68.81818	-202.29684	-0.0021288246	131.92603	0.0	-72.475	1.5962186	-5.4240226e-09	999.4695990085602	6	8
77	39000	312000	500.0	-16.491667	7.8201356	-8.45	-27.45	0.42333332	0.06674995	0.54	0.34	6.0	2.8867512	10.0	2.0	3.3333333	0.74535596	4.0	2.0	-3.1958103	11.101804	50.671436	-226.58269	-0.001963187	142.17975	0.0	-63.43475	1.5943111	4.23193e-09	1012.2592270374298	6	8
78	39500	316000	500.0	-169.99167	340.616	-1.7	-931.45	0.46333334	0.058214165	0.56	0.4	58.5	114.310616	314.0	1.0	2.8333333	1.0671874	4.0	1.0	-10.604278	42.43531	52.480007	-264.35547	-0.0010243753	17913.916	0.0	-14897.16	1.5957226	1.3162692e-09	1024.9213201999664	6	8
79	40000	320000	500.0	-18.783335	12.882212	3.8	-32.45	0.42333332	0.07781744	0.52	0.3	6.8333335	3.4840908	10.0	0.0	3.3333333	1.6996732	6.0	1.0	-23.544016	72.77349	67.3586	-947.3295	0.0003984583	4041.678	0.0	-3290.9075	1.5938349	-1.3560055e-09	1037.4976098537445	6	8
80	40500	324000	500.0	-8.783334	10.921755	5.3	-27.7	0.47000003	0.08465617	0.58	0.34	4.5	3.2532034	9.0	1.0	2.0	0.57735026	3.0	1.0	-6.842246	12.129633	54.16128	-146.22278	-0.0018675303	180.90002	0.0	-114.090294	1.5959278	-4.614393e-09	1050.2749919891357	6	8
81	41000	328000	500.0	-9.408334	14.017412	5.3	-35.45	0.4566667	0.07781744	0.58	0.36	4.3333335	3.4480267	11.0	0.0	3.0	1.5275252	4.0	0.0	-2.9276407	10.498129	41.688206	-111.25613	-7.34056e-05	142.96239	0.0	-78.08591	1.5942367	1.2358029e-08	1063.0936634540558	6	8
82	41500	332000	500.0	-9.158334	13.924213	6.3	-35.7	0.52	0.060000006	0.62	0.42	5.5	4.7521925	14.0	0.0	1.6666666	1.1055416	3.0	0.0	-3.1985877	8.734618	48.19677	-146.86038	-0.0032414843	126.22064	0.0	-53.1253	1.5990647	-7.0532162e-09	1075.7201421260834	6	8
