Episode	EpLen	CaptureRate	Collisions	Time(s)
0	500	0.75	38	2.7791643142700195
1	500	0.625	57	2.9604179859161377
2	500	0.625	135	2.7882351875305176
3	500	0.625	91	2.930885076522827
4	500	0.625	42	2.74281907081604
5	500	0.75	265	3.4810030460357666
6	500	0.625	39	2.9780941009521484
7	331	1.0	35	1.972790002822876
8	500	0.75	84	3.0508060455322266
9	500	0.5	175	2.9845259189605713
10	500	0.875	107	2.9194490909576416
11	500	0.5	51	2.6850228309631348
12	500	0.75	96	2.7589669227600098
13	500	0.875	24	3.3624088764190674
14	500	0.5	76	3.2499380111694336
15	500	0.875	183	2.9884872436523438
16	500	0.875	26	2.803048849105835
17	500	0.625	77	3.222476005554199
18	500	0.875	70	3.539919137954712
19	500	0.75	48	2.681156873703003
20	500	0.25	155	2.711470127105713
21	434	1.0	87	2.286357879638672
22	500	0.625	37	2.683779001235962
23	500	0.625	57	2.709127902984619
24	500	0.75	24	2.570369005203247
25	500	0.75	90	2.5860400199890137
26	500	0.75	24	2.5608696937561035
27	278	1.0	61	1.5068788528442383
28	500	0.75	75	2.61151123046875
29	500	0.625	128	2.687771797180176
30	500	0.5	47	2.6083269119262695
31	500	0.625	39	2.6474690437316895
32	500	0.75	33	2.7177610397338867
33	500	0.875	43	2.8628740310668945
34	281	1.0	62	1.4765779972076416
35	500	0.75	85	2.889169692993164
36	500	0.75	98	2.697335958480835
37	500	0.75	117	2.623162269592285
38	500	0.75	29	2.6019530296325684
39	500	0.75	23	2.618134021759033
40	500	0.5	66	2.650167942047119
41	500	0.875	141	2.615811824798584
42	500	0.75	65	2.6394619941711426
43	500	0.75	61	2.7085182666778564
44	500	0.625	140	2.729517698287964
45	500	0.625	51	2.592261791229248
46	500	0.75	35	2.6177752017974854
47	500	0.375	124	2.6866469383239746
48	500	0.875	40	2.878763198852539
49	500	0.75	149	2.5871059894561768
50	500	0.75	48	2.8847720623016357
51	500	0.625	50	2.6397509574890137
52	500	0.625	140	2.6478898525238037
53	374	1.0	81	1.9510400295257568
54	500	0.625	44	2.5712077617645264
55	500	0.875	65	2.623255968093872
56	500	0.625	52	2.6763620376586914
57	344	1.0	36	1.8853352069854736
58	500	0.75	70	2.636773109436035
59	500	0.75	25	2.563096761703491
60	269	1.0	171	1.4591271877288818
61	500	0.625	35	2.60776424407959
62	500	0.625	40	2.673630952835083
63	500	0.75	98	2.5263478755950928
64	500	0.75	47	2.602165937423706
65	500	0.75	82	2.626389980316162
66	500	0.75	49	2.635122060775757
67	283	1.0	8	1.4720180034637451
68	500	0.625	63	2.6254138946533203
69	500	0.875	104	2.6770260334014893
70	466	1.0	92	2.4767658710479736
71	500	0.75	84	2.6759679317474365
72	500	0.625	29	2.827422857284546
73	500	0.75	161	3.157417058944702
74	409	1.0	29	2.5332648754119873
75	500	0.75	23	2.9783313274383545
76	500	0.75	53	2.714627981185913
77	500	0.625	61	2.710314989089966
78	500	0.5	75	2.6726536750793457
79	500	0.875	75	2.672746181488037
80	500	0.875	148	3.2359731197357178
81	500	0.75	57	2.8496439456939697
82	500	0.75	45	2.6754658222198486
83	500	0.625	168	3.1260569095611572
84	500	0.75	35	2.724457025527954
85	500	0.75	68	2.690913200378418
86	500	0.5	77	2.68245005607605
87	500	0.625	59	2.5498480796813965
88	500	0.5	107	2.6426539421081543
89	500	0.375	80	2.6202220916748047
90	500	0.625	68	3.0762939453125
91	500	0.75	50	2.9003489017486572
92	500	0.75	33	3.1233410835266113
93	500	0.75	44	3.052069902420044
94	500	0.875	228	3.1228010654449463
95	500	0.875	35	3.307760000228882
96	500	0.625	193	3.118582010269165
97	500	0.875	61	2.995206117630005
98	500	0.625	116	3.377396821975708
99	500	0.75	61	3.142677068710327
