Episode	EpLen	EpRet	CaptureRate	Collisions	CollisionsWithObstacles	QLoss	PLoss	HaveLoss	Time(s)
0	0	-5.250000000000148	0.46	0	4	nan	nan	False	6.77
1	500	-11.999999999999993	0.4	0	7	nan	nan	False	3.867
2	500	-10.000000000000078	0.24	0	8	nan	nan	False	4.123
3	500	-11.000000000000115	0.32	0	7	nan	nan	False	4.014
4	500	-12.500000000000203	0.2	0	7	nan	nan	False	4.297
5	500	-13.500000000000073	0.28	0	7	nan	nan	False	4.122
6	500	-18.000000000000128	0.16	0	8	nan	nan	False	4.313
7	500	-17.0000000000001	0.32	0	4	nan	nan	False	4.092
8	500	-696.2500000000016	0.3	1	7	nan	nan	False	4.162
9	500	-7.500000000000084	0.28	0	5	nan	nan	False	4.214
10	500	-10.500000000000032	0.28	0	8	nan	nan	False	4.063
11	500	-26.749999999999734	0.26	0	7	nan	nan	False	4.538
12	500	-1367.2500000000114	0.22	1	7	nan	nan	False	4.905
13	500	-17.00000000000003	0.32	0	6	nan	nan	False	4.027
14	500	-786.0000000000025	0.4	1	8	nan	nan	False	3.975
15	500	-9.250000000000043	0.3	0	6	nan	nan	False	4.181
16	500	-4.250000000000172	0.38	0	5	nan	nan	False	4.367
17	500	-546.7499999999992	0.34	1	8	nan	nan	False	4.004
18	500	-18.74999999999983	0.34	0	8	nan	nan	False	3.973
19	500	-20.000000000000156	0.08	0	7	nan	nan	False	4.335
20	500	-33.24999999999976	0.3	0	3	nan	nan	False	4.187
21	500	-13.500000000000194	0.28	0	6	nan	nan	False	4.064
22	500	-10.000000000000126	0.24	0	8	nan	nan	False	4.153
23	500	-12.250000000000012	0.3	0	7	nan	nan	False	4.064
24	500	-3.4999999999999876	0.44	0	6	nan	nan	False	4.073
25	500	-9.750000000000135	0.34	0	6	nan	nan	False	4.124
26	500	-27.499999999999908	0.2	0	6	nan	nan	False	4.22
27	500	-8.000000000000028	0.32	0	7	nan	nan	False	4.057
28	500	-981.0000000000056	0.16	1	8	nan	nan	False	4.266
29	500	-7.500000000000168	0.28	0	8	nan	nan	False	4.095
30	500	-988.5000000000057	0.28	1	8	nan	nan	False	4.11
31	500	-8.750000000000147	0.26	0	8	nan	nan	False	4.117
32	500	-26.7499999999998	0.26	0	7	nan	nan	False	4.212
33	500	-3.7500000000000444	0.34	0	7	nan	nan	False	4.071
34	500	-670.7500000000011	0.42	1	5	nan	nan	False	3.973
35	500	-14.250000000000163	0.22	0	7	nan	nan	False	4.199
36	500	-20.74999999999966	0.26	0	7	nan	nan	False	4.164
37	500	-16.50000000000005	0.28	0	6	nan	nan	False	4.193
38	500	0.7499999999998721	0.46	0	6	nan	nan	False	3.913
39	500	-8.500000000000036	0.36	0	7	nan	nan	False	3.94
40	500	-5.0000000000001386	0.32	0	7	nan	nan	False	4.026
41	500	-10.000000000000142	0.24	0	7	nan	nan	False	4.18
42	500	-18.250000000000107	0.3	0	5	nan	nan	False	4.195
43	500	-16.250000000000135	0.14	0	7	nan	nan	False	4.303
44	500	-27.750000000000114	0.1	0	8	nan	nan	False	4.34
45	500	-17.25000000000003	0.22	0	6	nan	nan	False	4.243
46	500	-19.75000000000017	0.18	0	7	nan	nan	False	4.264
47	500	-5.500000000000114	0.36	0	7	nan	nan	False	4.048
48	500	-8.75000000000013	0.26	0	6	nan	nan	False	4.206
49	500	-11.500000000000135	0.36	0	5	nan	nan	False	4.065
50	500	-13.500000000000176	0.28	0	7	nan	nan	False	4.122
51	500	-14.499999999999954	0.36	0	5	nan	nan	False	4.187
52	500	-13.75000000000017	0.18	0	6	nan	nan	False	4.371
53	500	-3.750000000000047	0.34	0	7	nan	nan	False	4.017
54	500	-11.250000000000112	0.22	0	7	nan	nan	False	4.142
55	500	-5.000000000000167	0.32	0	7	nan	nan	False	4.087
56	500	-12.750000000000101	0.34	0	6	nan	nan	False	4.082
57	500	-21.750000000000085	0.1	0	7	nan	nan	False	4.368
58	500	2.4999999999998685	0.44	0	5	nan	nan	False	3.995
59	500	-899.0000000000044	0.32	1	7	nan	nan	False	4.25
60	500	-1116.7500000000073	0.34	1	5	nan	nan	False	4.402
61	500	-13.000000000000087	0.24	0	8	nan	nan	False	4.297
62	500	-14.000000000000034	0.32	0	6	nan	nan	False	4.153
63	500	-22.250000000000192	0.14	0	6	nan	nan	False	4.352
64	500	-469.4999999999988	0.28	1	8	nan	nan	False	4.093
65	500	-11.250000000000195	0.22	0	7	nan	nan	False	4.242
66	500	-10.000000000000192	0.24	0	8	nan	nan	False	4.152
67	500	-2.5000000000000595	0.36	0	6	nan	nan	False	4.071
68	500	-31.249999999999773	0.14	0	6	nan	nan	False	4.393
69	500	-14.750000000000037	0.26	0	6	nan	nan	False	4.161
70	500	-6.250000000000032	0.3	0	7	nan	nan	False	4.085
